Publisher;Publisher_Std
RANDOM HOUSE US;random house us
Edelény;edeleny
Panstwowy Instytut Wydawniczy;panstwowy instytut wydawniczy
Ratius Kiadó Kft.;ratius kiado kft
Árpád Részvénytársaság;arpad reszvenytarsasag
Királyi Magyar Egyetemi Nyomda;kiralyi magyar egyetemi nyomda
Lampel R. könyvkiadó váll.;lampel r konyvkiado vall
Atheneum;atheneum
Loewes Verlag;loewes verlag
Tolnai Nyomdai Műintézet;tolnai nyomdai muintezet
Hachette;hachette
Magyar Országos Levéltár;magyar orszagos leveltar
Ebury Press;ebury press
Buzárovits Gusztáv;buzarovits gusztav
Gondolat-Kárpáti;gondolatkarpati
Palladis Rt.;palladis rt
Adoc-Semic Kiadói Kft.;adocsemic kiadoi kft
Művelődési Minisztérium;muvelodesi miniszterium
Sport;sport
ABTC Kiadó;abtc kiado
Lampel Róbert;lampel robert
Légrády Testvérek;legrady testverek
Lingua Kiadó;lingua kiado
Máyer Nyomda és Könyvkiadó;mayer nyomda es konyvkiado
Tatran;tatran
Mérnöki Továbbképző Intézet;mernoki tovabbkepzo intezet
Richard Carl Schmidt und Co.;richard carl schmidt und co
Mezőgazdasági Kiadó;mezogazdasagi kiado
MÁV Vezérigazgatóság;mav vezerigazgatosag
Kalocsa;kalocsa
Szikra;szikra
Milano;milano
Feltrinelli;feltrinelli
Kriterion Könyvkiadó;kriterion konyvkiado
Pesti Hirlap R.T.;pesti hirlap rt
Gödöllő;godollo
Nincs feltüntetve;nincs feltuntetve
Szent Gellért Kiadó és Nyomda;szent gellert kiado es nyomda
Garnier fréres;garnier freres
Bíró Family;biro family
Hatodik Síp Alapítvány;hatodik sip alapitvany
BGF Külker.Főisk.Kar;bgf kulkerfoiskkar
Focus Könyvkiadó;focus konyvkiado
ELTE;elte
Magyar Katolikus Püspöki Kar;magyar katolikus puspoki kar
Nyolc Boldogság Katolikus Köz.;nyolc boldogsag katolikus koz
ISM;ism
Logos Kiadó;logos kiado
Kozmosz Könyvek;kozmosz konyvek
Éditions Pierre Tisné;editions pierre tisne
Fővárosi Pedagógiai Intézet;fovarosi pedagogiai intezet
Magyar Tudományos Akadémia;magyar tudomanyos akademia
Néprajzi Múzeum;neprajzi muzeum
Auróra Képzőművészeti Kiadó;aurora kepzomuveszeti kiado
Fachbuchverlag Gmbh;fachbuchverlag gmbh
Android;android
Eger;eger
Képzőművészeti Kiadó;kepzomuveszeti kiado
Bratislava;bratislava
Vas megyei Múzeumok Igazgatósá;vas megyei muzeumok igazgatosa
J. Bielefeld's Verlag;j bielefelds verlag
Gondolat Könyvkiadó;gondolat konyvkiado
Zeneműkiadó;zenemukiado
Pantheon Kiadás;pantheon kiadas
Szenci Molnár Társaság;szenci molnar tarsasag
Naumann & Göbel;naumann  gobel
MTA Néprajzi Kutató Csoport;mta neprajzi kutato csoport
Dinasztia Kiadó;dinasztia kiado
Móra Ferenc Könyvkiadó;mora ferenc konyvkiado
Stádium Sajtóvállalat Rt.;stadium sajtovallalat rt
Ráth Mór;rath mor
Athenaeum Rt.;athenaeum rt
Tibor Györgyné Kiadó;tibor gyorgyne kiado
Ludas Mátyás Kiadás;ludas matyas kiadas
Mezőgazda Kiadó;mezogazda kiado
Magyar Néprajzi Társaság;magyar neprajzi tarsasag
Christensen és Társa;christensen es tarsa
Warszawa;warszawa
Michael Joseph;michael joseph
New York;new york
Katedrális Művészeti Bt.;katedralis muveszeti bt
Hamburg;hamburg
Kilián Frigyes;kilian frigyes
Pallas Részvénytársaság;pallas reszvenytarsasag
Miskolci Egyetem;miskolci egyetem
Rubicon-Ház Bt.;rubiconhaz bt
Cserépfalvi Kiadása;cserepfalvi kiadasa
Computerbooks;computerbooks
Dunántúli Tudományos Intézet;dunantuli tudomanyos intezet
Bagolyvár Könyvkiadó;bagolyvar konyvkiado
Pedagógusok Szakszervezete;pedagogusok szakszervezete
Közgazdasági És Jogi Kiadó;kozgazdasagi es jogi kiado
Les Presses De La Cité;les presses de la cite
Politzer-Féle Könyvkiadóváll.;politzerfele konyvkiadovall
Révai Kiadás;revai kiadas
BM Határőrség Politikai Csop.;bm hatarorseg politikai csop
Erdélyi Gondolat;erdelyi gondolat
Pécsi Tudományegyetem;pecsi tudomanyegyetem
Dante Kiadás;dante kiadas
Nicam Media Könyvkiadó Kft.;nicam media konyvkiado kft
Magvető Kiadó;magveto kiado
RMDSZ;rmdsz
Tudományos Ismeretterj. Társ.;tudomanyos ismeretterj tars
Zrínyi Honvéd Kiadó;zrinyi honved kiado
Bibliographisches Institut;bibliographisches institut
Közgazdasági és Jogi Könyvkiadó;kozgazdasagi es jogi konyvkiado
Oriens;oriens
Egészségügyi Minisztérium;egeszsegugyi miniszterium
Dictum Kiadó;dictum kiado
Békéscsaba;bekescsaba
Katona József Múzeum;katona jozsef muzeum
BLV Verlag;blv verlag
Pan Books;pan books
Minerva;minerva
Zarándok Kiadó;zarandok kiado
Állami Könyvterjesztő Váll.;allami konyvterjeszto vall
Debreceni Déri Múzeum;debreceni deri muzeum
Szukits Könyvkiadó;szukits konyvkiado
Újvidék;ujvidek
Sierra;sierra
Kartográfiai Vállalat;kartografiai vallalat
Marosvásárhely;marosvasarhely
Színháztudományi Intézet;szinhaztudomanyi intezet
Medicina Könyvkiadó;medicina konyvkiado
TKK;tkk
N & N;n  n
Magyar Kultúra Kiadó;magyar kultura kiado
Petőfi Irodalmi Vállalat;petofi irodalmi vallalat
Hungária;hungaria
Központi Statisztikai Hivatal;kozponti statisztikai hivatal
Kossuth Alapítvány;kossuth alapitvany
Hazafias Népfront;hazafias nepfront
Magyar Adria Egyesület;magyar adria egyesulet
Polis Könyvkiadó;polis konyvkiado
Athenaeum Irod. és Nyomdai Rt.;athenaeum irod es nyomdai rt
Magyar Természettud. Múzeum;magyar termeszettud muzeum
Stephaneum Nyomda;stephaneum nyomda
Novák Rudolf és Társa;novak rudolf es tarsa
Novissima Kiadó;novissima kiado
Magyar Művészeti Akadémia;magyar muveszeti akademia
Heidelberg;heidelberg
Ma Könyvkiadó;ma konyvkiado
Szellemi Búvárok Egyesülete;szellemi buvarok egyesulete
BÍRÓ FAMILY KIADÓ;biro family kiado
Harvard University Press;harvard university press
Wien;wien
Műcsarnok;mucsarnok
Forum;forum
TIT;tit
Agapé;agape
Teubner Verlagsgesellschaft;teubner verlagsgesellschaft
Műegyetemi Kiadó;muegyetemi kiado
Magyar Nemzeti Szövetség;magyar nemzeti szovetseg
Sárospatak;sarospatak
Hírlap Kiadó;hirlap kiado
Katolikus Szemle;katolikus szemle
Stabenfeldt Kiadó Kft;stabenfeldt kiado kft
Eco;eco
Jászberény;jaszbereny
Népművelési Propaganda Iroda;nepmuvelesi propaganda iroda
Nyíregyháza;nyiregyhaza
Magyar Országos Horgász szövetség;magyar orszagos horgasz szovetseg
Magyar Szemle Társaság;magyar szemle tarsasag
Ifjúsági Lap- és Könyvkiadó;ifjusagi lap es konyvkiado
Média Print;media print
Bantam Books;bantam books
Oktatási Minisztérium;oktatasi miniszterium
MTA;mta
ELTE BTK Kulturális Antopol.;elte btk kulturalis antopol
Természettudományi Társulat;termeszettudomanyi tarsulat
JATEPress;jatepress
FOG CITY PRESS;fog city press
Új Esély Kiadó;uj esely kiado
DEAN;dean
CHILD'S PLAY;childs play
Pesti Könyvnyomda Részvénytárs;pesti konyvnyomda reszvenytars
Szombathely;szombathely
Transpress;transpress
Reader's Digest Kiadó Kft.;readers digest kiado kft
Arrow Books;arrow books
Szalézi Művek;szalezi muvek
Pátria Irodalmi Vállalat;patria irodalmi vallalat
Székesfehérvár;szekesfehervar
Magyar Turista Szöv. Bizottság;magyar turista szov bizottsag
Táncsics Kiadó;tancsics kiado
Parlamenti Módszertani Iroda;parlamenti modszertani iroda
Franklin Nyomda;franklin nyomda
Belkereskedelmi Továbbképző I.;belkereskedelmi tovabbkepzo i
Esély Kiadó Kft.;esely kiado kft
Anne Frank Alapítvány;anne frank alapitvany
Textronic Kft.;textronic kft
Fiesta Kft.;fiesta kft
Hajja és Fiai Kiadó;hajja es fiai kiado
Garabonciás Könyvkiadó;garaboncias konyvkiado
Színházi Élet;szinhazi elet
Librotrade Kft.;librotrade kft
BELVEDERE MERIDIONALE;belvedere meridionale
Magyar Nyelvtudományi Társaság;magyar nyelvtudomanyi tarsasag
Oxford University Press;oxford university press
McGraw-Hill Book Company;mcgrawhill book company
Zrínyi Katonai Kiadó;zrinyi katonai kiado
Lampel R. könyvkereskedése;lampel r konyvkereskedese
Népjóléti Minisztérium;nepjoleti miniszterium
Szathmáryné Bánó Vilma kiadása;szathmaryne bano vilma kiadasa
Mester Kiadó;mester kiado
C. Bertelsmann Verlag;c bertelsmann verlag
Miskolc;miskolc
Magyar Honvédség Oktatási Kp.;magyar honvedseg oktatasi kp
Doubleday & Company New York;doubleday  company new york
Ryland Peters & Small;ryland peters  small
Magyarországi Nyingmapa Közös.;magyarorszagi nyingmapa kozos
Pázmány Péter TudományEgyetem;pazmany peter tudomanyegyetem
Református Egyház;reformatus egyhaz
Zrínyi Nyomda;zrinyi nyomda
Longman;longman
Magyar Pedagógiai Társaság;magyar pedagogiai tarsasag
Dover Publications;dover publications
Budapesti Történeti Múzeum;budapesti torteneti muzeum
Magvető és Szépirodalmi Kiadó;magveto es szepirodalmi kiado
Szabadka;szabadka
...;
Tolnai Világlapja;tolnai vilaglapja
Otto Maier Verlag;otto maier verlag
Unió Lap- és Könyvkiadó;unio lap es konyvkiado
Magyarországi Reformát. Egyház;magyarorszagi reformat egyhaz
Egmont Kiadó;egmont kiado
Pallas Irod. és nyomdai Rt.;pallas irod es nyomdai rt
International House;international house
Mandala-Véda Kiadó;mandalaveda kiado
Aurora Art Publishers;aurora art publishers
Magyar Goethe-Társaság;magyar goethetarsasag
Presztízs Kiadó;presztizs kiado
Zala Megyei Levéltár;zala megyei leveltar
Attila-Nyomda Részvénytársaság;attilanyomda reszvenytarsasag
Mezőgazdasági és Erdész. Kiadó;mezogazdasagi es erdesz kiado
Mű-Terem Galéria;muterem galeria
Hírlapkiadó Vállalat;hirlapkiado vallalat
Zebegény;zebegeny
Pallas Lap- És Könyvkiadó;pallas lap es konyvkiado
WINGS BOOKS;wings books
Somló Béla Könyvkiadó;somlo bela konyvkiado
Néprajzi társaság;neprajzi tarsasag
Képzőművészeti Alap Kiadóváll.;kepzomuveszeti alap kiadovall
Open Art;open art
Lucidus Kiadó;lucidus kiado
Irodalmi Könyvkiadó;irodalmi konyvkiado
Cleveland;cleveland
Poolbeg;poolbeg
Magyarság Kiadó;magyarsag kiado
Ajtósi Dürer Kiadó;ajtosi durer kiado
Magyar Külügyi Társaság;magyar kulugyi tarsasag
Michael O'Mara Books Ltd.;michael omara books ltd
KingFisher;kingfisher
Pallas Nyomda;pallas nyomda
The Macmillan Company;the macmillan company
Magyar Színházi Intézet;magyar szinhazi intezet
Mozaik Oktatási Stúdió;mozaik oktatasi studio
Győr;gyor
Magyar Élet Kiadása;magyar elet kiadasa
Pázmány Péter Irod. Társaság;pazmany peter irod tarsasag
Bernhard Tauchnitz;bernhard tauchnitz
Georg Thieme Verlag;georg thieme verlag
Kráter Kiadó;krater kiado
Madách Kiadó;madach kiado
Beneficium;beneficium
Országos Műszaki Inform. Kp.;orszagos muszaki inform kp
Alfred A. Knopf;alfred a knopf
Szabadkéz Kft;szabadkez kft
Bay Books;bay books
Közlekedési Kiadó;kozlekedesi kiado
Chatto & Windus;chatto  windus
Egmont;egmont
Lapkiadó Vállalat;lapkiado vallalat
Krúdy Gyula Irodalmi Kör;krudy gyula irodalmi kor
Pocket Books;pocket books
Gépipari Tudományos Egyesület;gepipari tudomanyos egyesulet
Editio Musica;editio musica
Népszava;nepszava
Peking;peking
Zafír Press;zafir press
Alba Könyvkiadó;alba konyvkiado
Coronet Books;coronet books
GRAFE und Unser;grafe und unser
Művelt Nép Könyvkiadó;muvelt nep konyvkiado
Novotrade Kiadó;novotrade kiado
Magyar Állami Operaház;magyar allami operahaz
Parázs Kiadó;parazs kiado
Timsel-Press;timselpress
Herder Freiburg;herder freiburg
Egészségügyi Könyv- És Lapk.;egeszsegugyi konyv es lapk
Felsőoktatási Jegyzetellátó V.;felsooktatasi jegyzetellato v
Universitas Könyvkiadó;universitas konyvkiado
Borda Antikvárium;borda antikvarium
Praeger Publishers;praeger publishers
Regun Press Kft.;regun press kft
Century Publishing;century publishing
AGENDA NATURA;agenda natura
Magazin Kiadó;magazin kiado
MŰSZAKI EGYETEM;muszaki egyetem
Kultúra;kultura
Mainstream Publishing;mainstream publishing
Erdélyi Szépmíves Céh;erdelyi szepmives ceh
HakosIdeas Bt.;hakosideas bt
Adu Print Kiadó;adu print kiado
BM Könyvkiadó;bm konyvkiado
Magyar Jazzkutatási Társaság;magyar jazzkutatasi tarsasag
Paris;paris
Pallas Antikvárium;pallas antikvarium
Academy Editions;academy editions
Scholastic Inc.;scholastic inc
Denevér Könyvek;denever konyvek
Szépművészeti Múzeum;szepmuveszeti muzeum
Móra Kiadó;mora kiado
Magyar Néphadsereg Politikai Főcsoporfőnöksége;magyar nephadsereg politikai focsoporfonoksege
ÁKV-Budapest Kiadó;akvbudapest kiado
Infoprint Kiadó;infoprint kiado
Headline;headline
Geomédia Kiadói Rt.;geomedia kiadoi rt
Regnum Marianum;regnum marianum
Dunapress Kiadó;dunapress kiado
Elektra Könyvkiadó;elektra konyvkiado
Kiskapu Kft.;kiskapu kft
Láng Kiadó;lang kiado
Bába Kiadó;baba kiado
Apáczai Kiadó;apaczai kiado
Lap- és Könyvkiadó Kft.;lap es konyvkiado kft
MEDINTEL KÖNYVKIADÓ KFT.;medintel konyvkiado kft
Pedagógiai intézet;pedagogiai intezet
OTKA;otka
Muravidék Baráti Kör Kult. Egy;muravidek barati kor kult egy
Papír- és Nyomdaip. Műsz. Egy.;papir es nyomdaip musz egy
Llewellyn Publications;llewellyn publications
Management Kiadó Kft;management kiado kft
KJK-Kerszöv;kjkkerszov
Várpalota;varpalota
Kogenda Books;kogenda books
Veszprém;veszprem
Kozmosz;kozmosz
Dvorzsák János;dvorzsak janos
Bessenyei Kiadó;bessenyei kiado
Eötvös József Kollégium;eotvos jozsef kollegium
Kiskunfélegyháza;kiskunfelegyhaza
Ifjúsági Könyvkiadó;ifjusagi konyvkiado
Novorg;novorg
Országos Erdészeti Egyesület;orszagos erdeszeti egyesulet
Budapesti Turista Egyesület;budapesti turista egyesulet
Lap-ICS Könyvkiadó;lapics konyvkiado
Vagabund Kiadó;vagabund kiado
Warner Books;warner books
Lampel Rt.;lampel rt
Somogy Éditions D'Art;somogy editions dart
Erdélyi Kárpát-Egyesület Kiadó;erdelyi karpategyesulet kiado
Média Kiadó;media kiado
Medium Kiadó;medium kiado
Maecenas Könyvkiadó Kft;maecenas konyvkiado kft
Magyar Könyvklub;magyar konyvklub
Fővárosi Szabó Ervin Könyvtár;fovarosi szabo ervin konyvtar
Tárogató Kiadó;tarogato kiado
EDITIO MUSICA BP. ZENEMŰKIADÓ KFT.;editio musica bp zenemukiado kft
Pozsony;pozsony
Nemzedékek Tudása Tankönyvkiadó;nemzedekek tudasa tankonyvkiado
""" A Művészet"""; a muveszet
Héttorony Könyvkiadó;hettorony konyvkiado
Esox Plusz Kiadói Kft.;esox plusz kiadoi kft
Széchenyi Nyomda;szechenyi nyomda
VErlag Von Philipp Reclam;verlag von philipp reclam
Picador;picador
Kner Nyomda;kner nyomda
Magyar Labdarúgó Szövetség;magyar labdarugo szovetseg
Sport Lap- és Könyvkiadó;sport lap es konyvkiado
Egyetemi Nyomda;egyetemi nyomda
Magyar Olimpiai Bizottság;magyar olimpiai bizottsag
Kogan Page;kogan page
Ifjúsági Lapkiadó;ifjusagi lapkiado
Thalassa Alapítvány;thalassa alapitvany
Hargita Kiadóhivatal;hargita kiadohivatal
HarperTrophy;harpertrophy
Központi Sajtóvállalat;kozponti sajtovallalat
Budapesti Építőmesterek Ipart.;budapesti epitomesterek ipart
Sport Könyvkiadó;sport konyvkiado
Méhner Vilmos Kiadása;mehner vilmos kiadasa
Wydawnictwa Artistycze I Film.;wydawnictwa artistycze i film
Nemzetközi Szám.Tech Okt.Közp.;nemzetkozi szamtech oktkozp
Lektűr Kiadó;lektur kiado
Praha;praha
Lapcom;lapcom
Magyar Orvosi KKiadó Társulat;magyar orvosi kkiado tarsulat
Macmillan And Co.;macmillan and co
Bordas;bordas
a szerző saját kiadása;a szerzo sajat kiadasa
Az Író Kiadása;az iro kiadasa
TRAFFORD;trafford
ABG Rent Kft.;abg rent kft
Bibliotheca;bibliotheca
HYPERION;hyperion
Magyar Helikon;magyar helikon
KOSSUTH KÖNYVKIADÓ;kossuth konyvkiado
Szatmár;szatmar
Piarista Rend Magyar Tartománya;piarista rend magyar tartomanya
Mundus Kiadó;mundus kiado
Pygmalion;pygmalion
BÁRCZI GÉZA KIEJTÉSI ALAPITVÁNY;barczi geza kiejtesi alapitvany
Blanvalet Verlag;blanvalet verlag
Kolozsvár;kolozsvar
Ninja Karate Centrum;ninja karate centrum
Hadtörténeti Intézet És Múzeum;hadtorteneti intezet es muzeum
BUDAPESTI CORVINUS EGYETEM;budapesti corvinus egyetem
Római Magyar Akadémia;romai magyar akademia
Park Kiadó;park kiado
BLACKWELL PUBLISHING;blackwell publishing
Libri Kiadó;libri kiado
Dunántúl Egyetemi Nyomdája;dunantul egyetemi nyomdaja
Eggenberger Ferdinánd;eggenberger ferdinand
Aquincum Kiadás;aquincum kiadas
Kláris Kiadó;klaris kiado
Vári Dezső Kiadása;vari dezso kiadasa
Hornyánszky Viktor;hornyanszky viktor
Kaláka Könyvek;kalaka konyvek
SZÉPIRODALMI KÖNYVKIADÓ KFT.;szepirodalmi konyvkiado kft
Könnyűipari Kiadó;konnyuipari kiado
Interpress;interpress
Semic Interprint Kft.;semic interprint kft
Interprint Kft.;interprint kft
Noviszád;noviszad
Komárom-Esztergom M. Önkorm.;komaromesztergom m onkorm
Budapest-Veszprém;budapestveszprem
UDINE;udine
Arad;arad
Perfekt;perfekt
Sodalitas;sodalitas
Makó;mako
Scientia Humana;scientia humana
Soproni Anzsu Kiadás;soproni anzsu kiadas
Szentendre;szentendre
Elsevier;elsevier
Sportpropaganda;sportpropaganda
Libra Kiadó;libra kiado
Orosháza;oroshaza
SPHERE;sphere
Gütersloher Verlagshaus;gutersloher verlagshaus
Puedlo Kiadó;puedlo kiado
Danubius Kódex Kiadó;danubius kodex kiado
Tab Books;tab books
Langenscheidt;langenscheidt
Könemann;konemann
Háttér Lap- és Könyvkiadó;hatter lap es konyvkiado
Johann Ambrosius Barth;johann ambrosius barth
Wodianer F. És Fiai;wodianer f es fiai
Klökner Ede;klokner ede
Collins;collins
Homonnai és Társa;homonnai es tarsa
Magyar Máltai Szeretetszolgálat;magyar maltai szeretetszolgalat
Kecskemét;kecskemet
Pesten;pesten
Variant-Média Kft.;variantmedia kft
Összmagyar testület;osszmagyar testulet
Szabadtéri Néprajzi Múzeum;szabadteri neprajzi muzeum
Petőfi Múzeum;petofi muzeum
Pantheon Irodalmi Intézet;pantheon irodalmi intezet
Pro-Team;proteam
Pulszky Társaság;pulszky tarsasag
Irwin Publishing Inc.;irwin publishing inc
Black & White Kiadó;black  white kiado
LSI Oktatóközpont;lsi oktatokozpont
Lendva;lendva
Potrus Publishing;potrus publishing
Orbit;orbit
Chinoin;chinoin
Vas Megyei Levéltár;vas megyei leveltar
Berettyóújfalu;berettyoujfalu
Pfeifer Ferdinánd;pfeifer ferdinand
Móra Ferenc Ifjúsági Könyvk.;mora ferenc ifjusagi konyvk
Bukarest;bukarest
Ullstein;ullstein
Advent Kiadó;advent kiado
Burns Oates;burns oates
Fischer Taschenbuch Verlag;fischer taschenbuch verlag
Reclam Verlag;reclam verlag
Gustav Fischer Verlag;gustav fischer verlag
Lampel R. Könyvkereskedés;lampel r konyvkereskedes
Széchenyi Kiadó Kft.;szechenyi kiado kft
Bielefeld und Leipzig;bielefeld und leipzig
Élőfej Kiadó;elofej kiado
Colloquium Verlag;colloquium verlag
Boldogasszony Kiadó;boldogasszony kiado
Don Bosco Kiadó;don bosco kiado
Portland;portland
Korda Rt.;korda rt
Közlekedési Múzeum;kozlekedesi muzeum
Magyar Nemzeti Galéria;magyar nemzeti galeria
Szabad Tér Kiadó;szabad ter kiado
História Alapítvány;historia alapitvany
VEB Deutscher Verlag;veb deutscher verlag
Magyar Numizmatikai társulat;magyar numizmatikai tarsulat
Magyar Éremgyűjtők Egyesülete;magyar eremgyujtok egyesulete
Magyar Mezőgazdasági Múzeum;magyar mezogazdasagi muzeum
Inter Leones Kiadó;inter leones kiado
Network Twenty One Hungary;network twenty one hungary
Iparművészeti Múzeum;iparmuveszeti muzeum
Bruxelles;bruxelles
Pápa;papa
Ráckeve;rackeve
SZEGEDI TUDOMÁNYEGYETEM;szegedi tudomanyegyetem
Dr. Szabó kiadása;dr szabo kiadasa
www.napi.hu Online Kft.;wwwnapihu online kft
LAPKER ZRT;lapker zrt
Kálvin János Kiadó;kalvin janos kiado
Babits Kiadó;babits kiado
München;munchen
Magyar Nemzetiségi Műv. Int.;magyar nemzetisegi muv int
Nemzetek Európája Kiadó;nemzetek europaja kiado
Pázmány Péter Katolikus Egyet.;pazmany peter katolikus egyet
Verlag Moritz Diesterweg;verlag moritz diesterweg
Bastei-Verlag;basteiverlag
Veb Verlag Für Buch-Bibliothek;veb verlag fur buchbibliothek
Apostoli Szentszék Könyvkiadó;apostoli szentszek konyvkiado
Berkley Books;berkley books
Budakalász;budakalasz
Vörösváry Kiadóvállalat;vorosvary kiadovallalat
Tankönyvkiadó vállalat;tankonyvkiado vallalat
Vác;vac
Magyar Sakkvilág;magyar sakkvilag
Stephaneum Könyvkiadó;stephaneum konyvkiado
Quercus;quercus
Guild Publishing;guild publishing
Múzsák Közművelődési Kiadó;muzsak kozmuvelodesi kiado
Mira;mira
Szerzõi kiadás;szerzoi kiadas
Magyar Történelmi Társulat;magyar tortenelmi tarsulat
Hungária Könyvkiadó;hungaria konyvkiado
Magyar Rádió;magyar radio
Szilágyi Béla Kiadása;szilagyi bela kiadasa
Csengőkert Könyvkiadó;csengokert konyvkiado
Magyar Kir. Állami Térképészet;magyar kir allami terkepeszet
Ifjúsági Lapkiadó Vállalat;ifjusagi lapkiado vallalat
Agát Kft.;agat kft
Pest Megyei Idegenforg. Hiv.;pest megyei idegenforg hiv
Fiesta-Saxum;fiestasaxum
Építésügyi Tájékoztatási Központ;epitesugyi tajekoztatasi kozpont
Kner Izidor;kner izidor
Nyugat-Kiadás;nyugatkiadas
Kossuth Egyetemi Kiadó;kossuth egyetemi kiado
Hodder Headline Limited;hodder headline limited
Usborne Publishing Ltd;usborne publishing ltd
Dacia Könyvkiadó;dacia konyvkiado
Panem-McGraw-Hill;panemmcgrawhill
Kodolányi János Főiskola;kodolanyi janos foiskola
Officina '96 Kiadó;officina 96 kiado
Bárd Ferenc És Fia;bard ferenc es fia
Iszkussztvo;iszkussztvo
Tatabánya;tatabanya
Népszava Kiadó;nepszava kiado
Libri - Insomnia;libri  insomnia
Paul Hamlyn Ltd.;paul hamlyn ltd
Dunakanyar 2OOO;dunakanyar 2ooo
