ID;Title;Title_Std;Author;Author_Std;Price;Reviews;Score;Genre1;Genre1_Std;Genre2;Genre2_Std;Genre3;Genre3_Std;Genre4;Genre4_Std;Number_Of_Pages;Publisher;Publisher_Std;Cover_Type;Cover_Type_Std;Publishing_Date;Language;Language_Std;Translator
B9698;8 Ausgewählte Stücke - aus Preludes, Suite bergamasque und Children's Corner. für Flöte und Klavier.;8 ausgewahlte stucke  aus preludes suite bergamasque und childrens corner fur flote und klavier;;;134.0;3.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702452494;isbn 3702452494;N/A;angol;angol;N/A
B9703;Main-Radweg 2, Würzburg - Mainz 1:50 000 - Leporello Radtourenkarte mit Ausflugszielen, Einkehr- & Freizeittipps;mainradweg 2 wurzburg  mainz 150 000  leporello radtourenkarte mit ausflugszielen einkehr  freizeittipps;;;83.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3747303196;isbn 3747303196;N/A;német;nemet;N/A
B9704;Rund um Frankfurt am Main 1:150 000 - Erlebnisführer mit Informationen zu Freizeiteinrichtungen auf der Kartenrückseite, wetterfest, reißfest, GPS-genau. 1:150 000;rund um frankfurt am main 1150 000  erlebnisfuhrer mit informationen zu freizeiteinrichtungen auf der kartenruckseite wetterfest reifest gpsgenau 1150 000;;;43.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 389920218X;isbn 389920218x;N/A;német;nemet;N/A
B9708;Bayreuth 1 : 14 000 - Touristischer Stadtplan mit Sehenswürdigkeiten, Umgebungskarte und Straßenverzeichnis;bayreuth 1  14 000  touristischer stadtplan mit sehenswurdigkeiten umgebungskarte und straenverzeichnis;;;48.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961322953;isbn 3961322953;N/A;német;nemet;N/A
B9709;Allgäu, Wangen, Kempten, Lindau, Sonthofen 1:35 000 - Wander- und Radkarte mit Ausflugszielen & Freizeittipps;allgau wangen kempten lindau sonthofen 135 000  wander und radkarte mit ausflugszielen  freizeittipps;;;63.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961325332;isbn 3961325332;N/A;német;nemet;N/A
B9710;Isarwinkel, Bad Tölz, Walchensee, Sylvensteinstausee 1:1:35 000 - Wander- und Radkarte mit Ausflugszielen & Freizeittipps, wetterfest, reißfest, abwischbar, GPS-genau;isarwinkel bad tolz walchensee sylvensteinstausee 1135 000  wander und radkarte mit ausflugszielen  freizeittipps wetterfest reifest abwischbar gpsgenau;;;63.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961325340;isbn 3961325340;N/A;német;nemet;N/A
B9714;Ich bin der Hass - Thriller;ich bin der hass  thriller;Cross, Ethan;cross ethan;63.0;3.0;5.0;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 378575552X;isbn 378575552x;N/A;német;nemet;N/A
B9717;Bochum. Stadtplan 1:18 000 - Touristischer Stadtplan mit Sehenswürdigkeiten und Straßenverzeichnis;bochum stadtplan 118 000  touristischer stadtplan mit sehenswurdigkeiten und straenverzeichnis;;;48.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961322805;isbn 3961322805;N/A;német;nemet;N/A
B9718;Kassel. Stadtplan 1:14 000 - Touristischer Stadtplan mit Sehenswürdigkeiten und Straßenverzeichnis;kassel stadtplan 114 000  touristischer stadtplan mit sehenswurdigkeiten und straenverzeichnis;;;48.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961322775;isbn 3961322775;N/A;német;nemet;N/A
B9733;Erbrecht. 114 Karteikarten;erbrecht 114 karteikarten;Hemmer, Karl E. - Wüst, Achim;hemmer karl e  wust achim;99.0;1.0;5.0;Privatrecht, BGB;privatrecht bgb;Recht;recht;Sozialwissenschaften, Recht, Wirtschaft;sozialwissenschaften recht wirtschaft;Deutsche Bücher;deutsche bucher;;;;ISBN: 3861936992;isbn 3861936992;N/A;német;nemet;N/A
B9756;Wilhelm Meisters theatralische Sendung - Ungekürzte Lesung mit Gert Westphal (2 mp3-CDs);wilhelm meisters theatralische sendung  ungekurzte lesung mit gert westphal 2 mp3cds;Goethe, Johann Wolfgang von;goethe johann wolfgang von;78.0;1.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3742404342;isbn 3742404342;N/A;német;nemet;N/A
B9764;Zypern, Top 10 Tips, Autokarte 1:150.0000;zypern top 10 tips autokarte 11500000;;;48.0;3.0;5.0;;;;;;;;;;;;ISBN: 3707914119;isbn 3707914119;N/A;cseh;cseh;N/A
B9782;Berlin-Rostock 1 : 50 000 Teilstück des Fernradweges Berlin-Kopenhagen Radwander- und Wanderkarte - Von Berlin über Oranienburg und Fürstenberg zur Müritz und weiter über Krakow am See und Güstrow nach Rostock;berlinrostock 1  50 000 teilstuck des fernradweges berlinkopenhagen radwander und wanderkarte  von berlin uber oranienburg und furstenberg zur muritz und weiter uber krakow am see und gustrow nach rostock;;;53.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3895912255;isbn 3895912255;N/A;német;nemet;N/A
B9790;Lengerich, KVplan, Radkarte/Wanderkarte/Stadtplan, 1:25.000 / 1:15.000 / 1:5.000 - Stadtplan mit Freizeitkarte 1:25.000, Radrouten des Radelpark Münsterland und Wanderwege des Teutoburger Waldes, Cityplan 1:5.000.;lengerich kvplan radkartewanderkartestadtplan 125000  115000  15000  stadtplan mit freizeitkarte 125000 radrouten des radelpark munsterland und wanderwege des teutoburger waldes cityplan 15000;;;24.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3896416480;isbn 3896416480;N/A;német;nemet;N/A
B9797;Mosel.Erlebnis.Route 1 : 50 000 - Wandern, Radwandern und Wasserwandern im Moselland von Koblenz bis Perl;moselerlebnisroute 1  50 000  wandern radwandern und wasserwandern im moselland von koblenz bis perl;;;42.0;1.0;5.0;;;;;;;;;;;;ISBN: 3896373862;isbn 3896373862;N/A;holland;holland;N/A
B9801;Alle Formeln kompakt. Formelsammlung Mathematik - Physik 8. bis 13. Schuljahr;alle formeln kompakt formelsammlung mathematik  physik 8 bis 13 schuljahr;;;59.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3127185200;isbn 3127185200;N/A;német;nemet;N/A
B9802;Piri Das Sprach-Lese-Buch. Arbeitsheft mit drei phänomenorientierte Einzelheften. Druckschrift 4. Schuljahr - 3 Hefte, Cover blau, gelb, rot;piri das sprachlesebuch arbeitsheft mit drei phanomenorientierte einzelheften druckschrift 4 schuljahr  3 hefte cover blau gelb rot;;;67.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3123004414;isbn 3123004414;N/A;német;nemet;N/A
B9803;Piri Das Sprach-Lese-Buch. Arbeitsheft in Vereinfachter Ausgangsschrift 4. Schuljahr. Ausgabe für Bayern;piri das sprachlesebuch arbeitsheft in vereinfachter ausgangsschrift 4 schuljahr ausgabe fur bayern;;;68.0;3.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3122708523;isbn 3122708523;N/A;német;nemet;N/A
B9804;Einblicke Wirtschaft. Schülerbuch 7./8. Schuljahr. Niedersachsen - Differenzierende Ausgabe;einblicke wirtschaft schulerbuch 78 schuljahr niedersachsen  differenzierende ausgabe;;;155.0;3.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3121035401;isbn 3121035401;N/A;német;nemet;N/A
B9807;Ikaria 1 : 40 000;ikaria 1  40 000;;;34.0;1.0;5.0;Europe;europe;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 9608385954;isbn 9608385954;N/A;görög, angol;gorog angol;N/A
B9817;mathe live. Arbeitsheft Grundlagen mit Lösungsheft 8. Schuljahr. Ausgabe N;mathe live arbeitsheft grundlagen mit losungsheft 8 schuljahr ausgabe n;;;60.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3127205473;isbn 3127205473;N/A;német;nemet;N/A
B9820;Ich bin der Hass - Thriller;ich bin der hass  thriller;Cross, Ethan;cross ethan;63.0;1.0;5.0;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 378575552X;isbn 378575552x;N/A;német;nemet;N/A
B9823;Bochum. Stadtplan 1:18 000 - Touristischer Stadtplan mit Sehenswürdigkeiten und Straßenverzeichnis;bochum stadtplan 118 000  touristischer stadtplan mit sehenswurdigkeiten und straenverzeichnis;;;48.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961322805;isbn 3961322805;N/A;német;nemet;N/A
B9824;Kassel. Stadtplan 1:14 000 - Touristischer Stadtplan mit Sehenswürdigkeiten und Straßenverzeichnis;kassel stadtplan 114 000  touristischer stadtplan mit sehenswurdigkeiten und straenverzeichnis;;;48.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961322775;isbn 3961322775;N/A;német;nemet;N/A
B9839;Erbrecht. 114 Karteikarten;erbrecht 114 karteikarten;Hemmer, Karl E. - Wüst, Achim;hemmer karl e  wust achim;99.0;1.0;5.0;Privatrecht, BGB;privatrecht bgb;Recht;recht;Sozialwissenschaften, Recht, Wirtschaft;sozialwissenschaften recht wirtschaft;Deutsche Bücher;deutsche bucher;;;;ISBN: 3861936992;isbn 3861936992;N/A;német;nemet;N/A
B9862;Wilhelm Meisters theatralische Sendung - Ungekürzte Lesung mit Gert Westphal (2 mp3-CDs);wilhelm meisters theatralische sendung  ungekurzte lesung mit gert westphal 2 mp3cds;Goethe, Johann Wolfgang von;goethe johann wolfgang von;78.0;3.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3742404342;isbn 3742404342;N/A;német;nemet;N/A
B9887;Ich bin stark und ich darf auch schwach sein - Der Weg der Frau aus Überlastung und Erschöpfung zu Entspanntheit und Lebensgenuss;ich bin stark und ich darf auch schwach sein  der weg der frau aus uberlastung und erschopfung zu entspanntheit und lebensgenuss;Betz, Robert T.;betz robert t;104.0;3.0;5.0;Lebensführung allgemein;lebensfuhrung allgemein;Ratgeber;ratgeber;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3942581930;isbn 3942581930;N/A;német;nemet;N/A
B9889;fragen suchen entdecken 3/4 Liederkiste NA - CD zum Grundschulwerk fragen - suchen - entdecken Bd. 3 und Bd. 4;fragen suchen entdecken 34 liederkiste na  cd zum grundschulwerk fragen  suchen  entdecken bd 3 und bd 4;;;128.0;1.0;5.0;Unterrichtsmat., Lehrer;unterrichtsmat lehrer;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060654077;isbn 3060654077;N/A;német;nemet;N/A
B9957;Wenn Riesen reisen - Neue fantastische Geschichten: 2 CDs;wenn riesen reisen  neue fantastische geschichten 2 cds;Caspers, Ralph;caspers ralph;68.0;1.0;5.0;Erstlesealter;erstlesealter;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3745600932;isbn 3745600932;N/A;német;nemet;N/A
B9986;Kinder lernen den Islam kennen - Arbeitsmaterialien und Unterrichtsvorschläge - Klasse 3/4;kinder lernen den islam kennen  arbeitsmaterialien und unterrichtsvorschlage  klasse 34;;;110.0;3.0;5.0;Unterrichtsmat., Lehrer;unterrichtsmat lehrer;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3834640077;isbn 3834640077;N/A;német;nemet;N/A
B9995;DAV Alpenvereinskarte 28/2 Verwallgruppe - Mitte 1 : 25 000 - Topographische Karte;dav alpenvereinskarte 282 verwallgruppe  mitte 1  25 000  topographische karte;;;56.0;1.0;5.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 392877736X;isbn 392877736x;N/A;német;nemet;N/A
B10040;Potsdam. Stadtplan 1:16 000 - Touristischer Stadtplan mit Sehenswürdigkeiten und Straßenverzeichnis;potsdam stadtplan 116 000  touristischer stadtplan mit sehenswurdigkeiten und straenverzeichnis;;;48.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961322473;isbn 3961322473;N/A;német;nemet;N/A
B10043;Aachen. Stadtplan 1:14 000 - Touristischer Stadtplan mit Sehenswürdigkeiten und Straßenverzeichnis;aachen stadtplan 114 000  touristischer stadtplan mit sehenswurdigkeiten und straenverzeichnis;;;48.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961322554;isbn 3961322554;N/A;német;nemet;N/A
B10044;Koblenz. Stadtplan 1:16 000 - Touristischer Stadtplan mit Sehenswürdigkeiten und Straßenverzeichnis;koblenz stadtplan 116 000  touristischer stadtplan mit sehenswurdigkeiten und straenverzeichnis;;;40.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961322643;isbn 3961322643;N/A;német;nemet;N/A
B10046;miniLÜK Logikspiele für Vorschulkinder 2;miniluk logikspiele fur vorschulkinder 2;;;36.0;1.0;5.0;Lernhilfen, Abiturwissen;lernhilfen abiturwissen;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3837704475;isbn 3837704475;N/A;német;nemet;N/A
B10062;Sophia oder Der Anfang aller Geschichten;sophia oder der anfang aller geschichten;Schami, Rafik;schami rafik;157.0;3.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3869742100;isbn 3869742100;N/A;német;nemet;N/A
B10068;Radwanderkarte Düsseldorf und Umgebung 1 : 50 000 - Maßstab 1:50 000;radwanderkarte dusseldorf und umgebung 1  50 000  mastab 150 000;;;49.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3959650019;isbn 3959650019;N/A;német;nemet;N/A
B10069;Wir - Roman;wir  roman;Samjatin, Jewgenij;samjatin jewgenij;104.0;1.0;5.0;Science Fiction, Fantasy;science fiction fantasy;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3940018171;isbn 3940018171;N/A;német;nemet;N/A
B10073;Tilda Apfelkern. Ein Weihnachtsfest voller Geheimnisse - 24 Geschichten und ein kleines Adventsabenteuer;tilda apfelkern ein weihnachtsfest voller geheimnisse  24 geschichten und ein kleines adventsabenteuer;Schmachtl, Andreas H.;schmachtl andreas h;52.0;3.0;5.0;Geschichten, Reime;geschichten reime;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3833735228;isbn 3833735228;N/A;német;nemet;N/A
B10075;Viele schöne neue Kinderlieder - Ich schenk dir einen Regenbogen, Augen Ohren Nase u.a.m. - 20 kunterbunte Lieder für Kinder von ca. 3 bis 9 Jahren;viele schone neue kinderlieder  ich schenk dir einen regenbogen augen ohren nase uam  20 kunterbunte lieder fur kinder von ca 3 bis 9 jahren;Janetzko, Stephen;janetzko stephen;78.0;3.0;5.0;Geschichten, Reime;geschichten reime;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3957220998;isbn 3957220998;N/A;német;nemet;N/A
B10087;Geprüfte Schutz- und Sicherheitskraft. Band 1 und 2 - Band 1: Rechtsgrundlagen Fragen, Antworten und Fallbeispiele - Band 2: Dienstkunde - Gefahrenabwehr sowie Einsatz von Schutz- und Sicherheitstechnik - Sicherheits- und serviceorientiertes Verhalten und Handeln. Fragen, Antworten und Fallbeispiele;geprufte schutz und sicherheitskraft band 1 und 2  band 1 rechtsgrundlagen fragen antworten und fallbeispiele  band 2 dienstkunde  gefahrenabwehr sowie einsatz von schutz und sicherheitstechnik  sicherheits und serviceorientiertes verhalten und handeln fragen antworten und fallbeispiele;Meltzer, Edmund - Oppermann, Klaus;meltzer edmund  oppermann klaus;236.0;3.0;5.0;Handels- und Wirtschaftsrecht, Arbeitsrecht;handels und wirtschaftsrecht arbeitsrecht;Recht;recht;Sozialwissenschaften, Recht, Wirtschaft;sozialwissenschaften recht wirtschaft;Deutsche Bücher;deutsche bucher;;;;ISBN: 3415054179;isbn 3415054179;N/A;német;nemet;N/A
B10120;KuF Outdoorkarte Gran Canaria 1 : 50 000;kuf outdoorkarte gran canaria 1  50 000;;;49.0;1.0;5.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3259007342;isbn 3259007342;N/A;német;nemet;N/A
B10142;Die Schule der magischen Tiere - Endlich Ferien 4 - Helene und Karajan - 2 CDs;die schule der magischen tiere  endlich ferien 4  helene und karajan  2 cds;Auer, Margit;auer margit;63.0;1.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3745600525;isbn 3745600525;N/A;német;nemet;N/A
B10178;Einsterns Schwester - Sprache und Lesen 3. Schuljahr - Themenhefte 1-4 mit Projektheft mit Schuber;einsterns schwester  sprache und lesen 3 schuljahr  themenhefte 14 mit projektheft mit schuber;;;153.0;3.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060835675;isbn 3060835675;N/A;német;nemet;N/A
B10203;Tobi Wörtertraining. Wörterhefte Nomen - 3 verschiedene Übungshefte zum selbstständigen Lernen;tobi wortertraining worterhefte nomen  3 verschiedene ubungshefte zum selbststandigen lernen;;;46.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060800642;isbn 3060800642;N/A;német;nemet;N/A
B10220;Von Erholung war nie die Rede - 4 CDs;von erholung war nie die rede  4 cds;Sawatzki, Andrea;sawatzki andrea;68.0;1.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3869523026;isbn 3869523026;N/A;német;nemet;N/A
B10221;Elena - Ein Leben für Pferde: Ihr größter Sieg - 1 CD;elena  ein leben fur pferde ihr groter sieg  1 cd;Neuhaus, Nele;neuhaus nele;52.0;3.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3867422796;isbn 3867422796;N/A;német;nemet;N/A
B10222;Weltenspringer - 4 CDs;weltenspringer  4 cds;Riley, James;riley james;78.0;3.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 386742280X;isbn 386742280x;N/A;német;nemet;N/A
B10234;Der Butt - Ungekürzte Autorenlesung (3 mp3-CDs);der butt  ungekurzte autorenlesung 3 mp3cds;Grass, Günter;grass gunter;131.0;3.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 374240489X;isbn 374240489x;N/A;német;nemet;N/A
B10237;Emily Windsnap - Teil 2: Das Abenteuer - Lesung mit Musik;emily windsnap  teil 2 das abenteuer  lesung mit musik;Kessler, Liz;kessler liz;52.0;3.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3742404202;isbn 3742404202;N/A;német;nemet;N/A
B10239;Ein Tag länger als ein Leben - Lesung mit Uwe Friedrichsen (1 mp3-CD);ein tag langer als ein leben  lesung mit uwe friedrichsen 1 mp3cd;Aitmatow, Tschingis;aitmatow tschingis;78.0;1.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3742404229;isbn 3742404229;N/A;német;nemet;N/A
